Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
133646-86780,RB,Salvon,Salvon Ahmed,Ahmed,,0,4000,CHI@CAR,CHI,CAR,,,,,,RB/FLEX
133646-226048,RB,Elijah,Elijah Tau-Tolliver,Tau-Tolliver,,0,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133646-169733,TE,Carsen,Carsen Ryan,Ryan,,0,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133646-174856,WR,Hank,Hank Beatty,Beatty,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133646-152333,WR,Malik,Malik McClain,McClain,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-71444,RB,Travis,Travis Homer,Homer,-0.04000000059604645,5,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133646-152350,RB,Jamal,Jamal Haynes,Haynes,,0,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133646-170783,WR,Omari,Omari Kelly,Kelly,,0,4000,CHI@CAR,CHI,CAR,,,,,,WR/FLEX
133646-167714,TE,Kenny,Kenny Fletcher Jr.,Fletcher Jr.,,0,4000,TB@CIN,TB,CIN,,,,,,TE/FLEX
133646-119584,TE,Carson,Carson Towt,Towt,,0,4000,BAL@IND,IND,BAL,IR,Undisclosed,,,,TE/FLEX
133646-71459,RB,Brittain,Brittain Brown,Brown,4.849999904632568,2,4000,CHI@CAR,CHI,CAR,IR,Undisclosed,,,,RB/FLEX
133646-158506,TE,Louis,Louis Hansen,Hansen,,0,4000,BUF@HOU,HOU,BUF,,,,,,TE/FLEX
133646-138028,RB,Kalel,Kalel Mullings,Mullings,0.23333332935969034,3,4000,NYJ@TEN,TEN,NYJ,,,,,,RB/FLEX
133646-103214,WR,Eli,Eli Pancol,Pancol,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133646-138039,TE,Matt,Matt Hibner,Hibner,,0,4000,BAL@IND,BAL,IND,,,,,,TE/FLEX
133646-201526,RB,Ian,Ian Wheeler,Wheeler,,0,4000,BUF@HOU,BUF,HOU,,,,,,RB/FLEX
133646-119615,RB,Roydell,Roydell Williams,Williams,,0,4000,NO@DET,DET,NO,,,,,,RB/FLEX
133646-120641,RB,Dominic,Dominic Richardson,Richardson,,0,4000,NYJ@TEN,NYJ,TEN,Q,Undisclosed,,,,RB/FLEX
133646-158529,WR,Josh,Josh Cameron,Cameron,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-185153,RB,Davon,Davon Booth,Booth,,0,4000,BAL@IND,IND,BAL,,,,,,RB/FLEX
133646-159559,WR,Roc,Roc Taylor,Taylor,,0,4000,CHI@CAR,CAR,CHI,,,,,,WR/FLEX
133646-69451,TE,Jack,Jack Stoll,Stoll,1.7000000476837158,8,4000,CLE@JAC,CLE,JAC,Q,Undisclosed,,,,TE/FLEX
133646-41806,WR,Laquon,Laquon Treadwell,Treadwell,0,5,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133646-154445,WR,Sahmir,Sahmir Hagans,Hagans,,0,4000,BAL@IND,IND,BAL,,,,,,WR/FLEX
133646-178011,WR,Xavier,Xavier Guillory,Guillory,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133646-201561,WR,Cole,Cole Burgess,Burgess,,0,4000,ATL@PIT,PIT,ATL,IR,Undisclosed,,,,WR/FLEX
133646-119642,WR,Ja'Mori,Ja'Mori Maclin,Maclin,,0,4000,BUF@HOU,BUF,HOU,,,,,,WR/FLEX
133646-137058,WR,Trebor,Trebor Pena,Pena,,0,4000,CLE@JAC,JAC,CLE,,,,,,WR/FLEX
133646-66402,TE,Jack,Jack Driscoll,Driscoll,0,1,4000,ATL@PIT,PIT,ATL,IR,Undisclosed,,,,TE/FLEX
133646-139114,RB,Jabari,Jabari Small,Small,,0,4000,NO@DET,DET,NO,,,,,,RB/FLEX
133646-120684,WR,Garrett,Garrett Greene,Greene,,0,4000,TB@CIN,TB,CIN,,,,,,WR/FLEX
133646-166764,WR,Cam,Cam Camper,Camper,,0,4000,NYJ@TEN,NYJ,TEN,,,,,,WR/FLEX
133646-166770,WR,Kendrick,Kendrick Law,Law,,0,4000,NO@DET,DET,NO,IR,Knee - acl,,,,WR/FLEX
133646-119672,RB,Kendall,Kendall Milton,Milton,0.20000000298023224,1,4000,TB@CIN,CIN,TB,,,,,,RB/FLEX
133646-114557,WR,Cornelius,Cornelius Johnson,Johnson,,0,4000,BAL@IND,BAL,IND,,,,,,WR/FLEX
133646-185215,RB,Kadarius,Kadarius Calloway,Calloway,,0,4000,TB@CIN,TB,CIN,Q,Undisclosed,,,,RB/FLEX
133646-103302,WR,Courtney,Courtney Jackson,Jackson,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133646-160655,WR,Brock,Brock Rechsteiner,Rechsteiner,,0,4000,NO@DET,NO,DET,IR,Suspension,,,,WR/FLEX
133646-94094,TE,Brevin,Brevin Jordan,Jordan,0.8500000238418579,2,4000,BUF@HOU,HOU,BUF,Q,Knee,,,,TE/FLEX
133646-158610,TE,Drew,Drew Biber,Biber,,0,4000,CLE@JAC,CLE,JAC,,,,,,TE/FLEX
133646-64405,WR,Dan,Dan Chisena,Chisena,1.2999999523162842,4,4000,CHI@CAR,CAR,CHI,Q,Undisclosed,,,,WR/FLEX
133646-128920,RB,Noah,Noah Whittington,Whittington,,0,4000,BUF@HOU,HOU,BUF,,,,,,RB/FLEX
133646-176025,WR,Noah,Noah Thomas,Thomas,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133646-114591,TE,William,William Wagner,Wagner,,0,4000,TB@CIN,CIN,TB,,,,,,TE/FLEX
133646-94116,TE,Will,Will Mallory,Mallory,2.0999999046325684,1,4000,BAL@IND,IND,BAL,IR,Thumb,,,,TE/FLEX
133646-173988,RB,Alex,Alex Tecza,Tecza,,0,4000,ATL@PIT,PIT,ATL,,,,,,RB/FLEX
133646-119718,RB,Chip,Chip Trayanum,Trayanum,,0,4000,NYJ@TEN,NYJ,TEN,IR,Neck,,,,RB/FLEX
133646-184229,WR,Kole,Kole Wilson,Wilson,,0,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133646-157609,WR,Gage,Gage Larvadain,Larvadain,0.7416666348775228,12,4000,CLE@JAC,CLE,JAC,,,,,,WR/FLEX
133646-167849,TE,Zach,Zach Horton,Horton,,0,4000,NO@DET,DET,NO,,,,,,TE/FLEX
133646-138156,TE,Joe,Joe Royer,Royer,,0,4000,CLE@JAC,CLE,JAC,IR,Personal,,,,TE/FLEX
133646-93107,RB,AJ,AJ Dillon,Dillon,1.2666666507720947,6,4000,CHI@CAR,CAR,CHI,,,,,,RB/FLEX
133646-187313,RB,Dontae,Dontae McMillan,McMillan,,0,4000,BAL@IND,BAL,IND,,,,,,RB/FLEX
133646-138169,TE,Jaheim,Jaheim Bell,Bell,0.75,4,4000,ATL@PIT,PIT,ATL,,,,,,TE/FLEX
133646-104388,WR,Tom,Tom Kennedy,Kennedy,0.9333333174387614,6,4000,NO@DET,DET,NO,,,,,,WR/FLEX
133646-95184,WR,Xavier,Xavier Johnson,Johnson,,0,4000,TB@CIN,CIN,TB,,,,,,WR/FLEX
133646-169937,WR,Lance,Lance McCutcheon,McCutcheon,,0,4000,NYJ@TEN,TEN,NYJ,,,,,,WR/FLEX
133646-96254,TE,Nick,Nick Muse,Muse,0,2,4000,ATL@PIT,ATL,PIT,,,,,,TE/FLEX
133646-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,5.823529411764706,17,3900,TB@CIN,TB,CIN,,,,,,DEF
133646-12525,D,Atlanta,Atlanta Falcons,Falcons,7.352941176470588,17,3700,ATL@PIT,ATL,PIT,,,,,,DEF
133646-12528,D,Cincinnati,Cincinnati Bengals,Bengals,4.764705882352941,17,3600,TB@CIN,CIN,TB,,,,,,DEF
133646-12529,D,Cleveland,Cleveland Browns,Browns,7.882352941176471,17,3500,CLE@JAC,CLE,JAC,,,,,,DEF
133646-12544,D,New York,New York Jets,Jets,2.764705882352941,17,3400,NYJ@TEN,NYJ,TEN,,,,,,DEF
133646-12553,D,Carolina,Carolina Panthers,Panthers,5.944444444444445,18,3300,CHI@CAR,CAR,CHI,,,,,,DEF
133646-12534,D,Tennessee,Tennessee Titans,Titans,5.117647058823529,17,3200,NYJ@TEN,TEN,NYJ,,,,,,DEF
133646-12535,D,Indianapolis,Indianapolis Colts,Colts,5.823529411764706,17,3200,BAL@IND,IND,BAL,,,,,,DEF
133646-12542,D,New Orleans,New Orleans Saints,Saints,7,17,3100,NO@DET,NO,DET,,,,,,DEF
